OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
147780,GO-2018879670,5/16/2018 4:00:00 AM,5/16/2018 4:00:00 AM,2018,May,16,136,Wednesday ,1,2018.0,May,16.0,136.0,Wednesday ,1,D54,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1450,120,Discharge Firearm With Intent,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3319868291988,43.7194397520595,-8831196.37742296,5422126.99738264
430706,GO-2025606269,3/23/2025 4:00:00 AM,3/23/2025 4:00:00 AM,2025,March,23,82,Sunday    ,7,2025.0,March,23.0,82.0,Sunday    ,4,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2865660601872,43.6869338321532,-8826140.16054644,5417121.60402956
255712,GO-2021648460,4/9/2021 4:00:00 AM,4/9/2021 4:00:00 AM,2021,April,9,99,Friday    ,5,2021.0,April,9.0,99.0,Friday    ,5,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.349835570972,43.6588778987021,-8833183.2902937,5412803.61818566
255545,GO-2021630153,4/6/2021 4:00:00 AM,4/6/2021 4:00:00 AM,2021,April,6,96,Tuesday   ,15,2021.0,April,6.0,96.0,Tuesday   ,15,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,121,Oakridge (121),121,Oakridge (121),-79.2853725629199,43.6906309280194,-8826007.30106814,5417690.7611041
54755,GO-20151548431,9/8/2015 4:00:00 AM,9/7/2015 4:00:00 AM,2015,September,8,251,Tuesday   ,6,2015.0,September,7.0,250.0,Monday    ,20,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,024,Black Creek (24),024,Black Creek (24),-79.5261387122807,43.7620755875628,-8852809.26617508,5428696.35490845
449575,GO-20251782504,8/25/2025 4:00:00 AM,6/1/2019 4:00:00 AM,2025,August,25,237,Monday    ,6,2019.0,June,1.0,152.0,Saturday  ,0,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,090,Junction Area (90),090,Junction Area (90),-79.4622775248095,43.6653893501291,-8845700.27135678,5413805.59188887
391672,GO-20241041745,5/14/2024 4:00:00 AM,5/14/2024 4:00:00 AM,2024,May,14,135,Tuesday   ,18,2024.0,May,14.0,135.0,Tuesday   ,18,D41,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,Assault,121,Oakridge (121),121,Oakridge (121),-79.2795256756345,43.7032428112436,-8825356.42858457,5419632.58749087
438882,GO-20251138426,6/1/2025 4:00:00 AM,6/1/2025 4:00:00 AM,2025,June,1,152,Sunday    ,22,2025.0,June,1.0,152.0,Sunday    ,22,D12,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4765369056848,43.6783027231959,-8847287.61838873,5415793.00666806
353591,GO-20231840565,8/8/2023 4:00:00 AM,8/5/2023 4:00:00 AM,2023,August,8,220,Tuesday   ,8,2023.0,August,5.0,217.0,Saturday  ,10,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,084,Little Portugal (84),084,Little Portugal (84),-79.4329683223426,43.6506898982347,-8842437.58580327,5411543.81334159
84511,GO-20161309632,7/26/2016 4:00:00 AM,7/26/2016 4:00:00 AM,2016,July,26,208,Tuesday   ,0,2016.0,July,26.0,208.0,Tuesday   ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,125,Ionview (125),125,Ionview (125),-79.2711960059633,43.7314294760069,-8824429.1739617,5423973.90917523
152900,GO-20181209669,7/3/2018 4:00:00 AM,5/25/2018 4:00:00 AM,2018,July,3,184,Tuesday   ,14,2018.0,May,25.0,145.0,Friday    ,0,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5673254550083,43.6979707962026,-8857394.15343327,5418820.8162107
294604,GO-2022781710,4/27/2022 4:00:00 AM,4/27/2022 4:00:00 AM,2022,April,27,117,Wednesday ,12,2022.0,April,27.0,117.0,Wednesday ,12,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2723999892281,43.7124408015307,-8824563.20073618,5421049.04137785
290623,GO-2022543818,3/23/2022 4:00:00 AM,3/23/2022 4:00:00 AM,2022,March,23,82,Wednesday ,17,2022.0,March,23.0,82.0,Wednesday ,17,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3927106048916,43.7516698871626,-8837956.11724632,5427092.60605246
432585,GO-2025734179,4/9/2025 4:00:00 AM,4/8/2025 4:00:00 AM,2025,April,9,99,Wednesday ,7,2025.0,April,8.0,98.0,Tuesday   ,16,D31,Schools During Un-Supervised Activity,Educational,1430,100,Assault,Assault,024,Black Creek (24),024,Black Creek (24),-79.5229387115949,43.7682664819206,-8852453.04380454,5429650.64105865
88566,GO-20161597761,9/8/2016 4:00:00 AM,9/8/2016 4:00:00 AM,2016,September,8,252,Thursday  ,19,2016.0,September,8.0,252.0,Thursday  ,19,D55,"Apartment (Rooming House, Condo)",Apartment,1460,100,Assault Peace Officer,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.3015948513862,43.6876899246894,-8827813.1579078,5417237.99947339
239207,GO-20201864582,10/1/2020 4:00:00 AM,9/30/2020 4:00:00 AM,2020,October,1,275,Thursday  ,11,2020.0,September,30.0,274.0,Wednesday ,20,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3005684817275,43.7557495301429,-8827698.90303335,5427721.33610639
154361,GO-20181307645,7/17/2018 4:00:00 AM,7/17/2018 4:00:00 AM,2018,July,17,198,Tuesday   ,23,2018.0,July,17.0,198.0,Tuesday   ,23,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,052,Bayview Village (52),052,Bayview Village (52),-79.3836866130519,43.7699034902623,-8836951.57105196,5429902.9917339
151998,GO-20181146720,6/24/2018 4:00:00 AM,6/24/2018 4:00:00 AM,2018,June,24,175,Sunday    ,3,2018.0,June,24.0,175.0,Sunday    ,3,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,220,Robbery - Other,Robbery,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3279016223694,43.6786238959175,-8830741.61425994,5415842.44180433
68979,GO-2016238860,2/9/2016 5:00:00 AM,2/4/2016 5:00:00 AM,2016,February,9,40,Tuesday   ,15,2016.0,February,4.0,35.0,Thursday  ,15,D12,Schools During Un-Supervised Activity,Educational,1610,200,Robbery - Mugging,Robbery,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4820865989168,43.6806039127456,-8847905.40738755,5416147.21302506
212454,GO-202024764,1/4/2020 5:00:00 AM,12/28/2019 5:00:00 AM,2020,January,4,4,Saturday  ,17,2019.0,December,28.0,362.0,Saturday  ,14,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,145,Malvern West (145),132,Malvern (132),-79.2332080742553,43.8120842532787,-8820200.37671517,5436407.69170445
71188,GO-2016392478,3/6/2016 5:00:00 AM,3/5/2016 5:00:00 AM,2016,March,6,66,Sunday    ,9,2016.0,March,5.0,65.0,Saturday  ,23,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.551667791099,43.633350315324,-8855651.15024978,5408876.51403718
362296,GO-20232346723,10/8/2023 4:00:00 AM,10/8/2023 4:00:00 AM,2023,October,8,281,Sunday    ,21,2023.0,October,8.0,281.0,Sunday    ,20,D14,Bar / Restaurant,Commercial,1610,220,Robbery - Other,Robbery,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4280419250316,43.6614764099276,-8841889.18179778,5413203.46068502
161307,GO-20181764523,9/23/2018 4:00:00 AM,9/23/2018 4:00:00 AM,2018,September,23,266,Sunday    ,18,2018.0,September,23.0,266.0,Sunday    ,17,D14,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,085,South Parkdale (85),085,South Parkdale (85),-79.4341441219507,43.6411002886181,-8842568.47526054,5410068.57560555
311361,GO-20221813287,9/17/2022 4:00:00 AM,9/17/2022 4:00:00 AM,2022,September,17,260,Saturday  ,18,2022.0,September,17.0,260.0,Saturday  ,15,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.482662914933,43.748276143496,-8847969.5625912,5426569.61528378
227357,GO-20201056383,6/8/2020 4:00:00 AM,6/7/2020 4:00:00 AM,2020,June,8,160,Monday    ,19,2020.0,June,7.0,159.0,Sunday    ,20,D43,Nursing Home,Other,1430,100,Assault,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2515454596796,43.754279074688,-8822241.68518717,5427494.71348132
384198,GO-2024585898,3/17/2024 4:00:00 AM,3/17/2024 4:00:00 AM,2024,March,17,77,Sunday    ,18,2024.0,March,17.0,77.0,Sunday    ,18,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5500686237177,43.704442918622,-8855473.13179364,5419817.3870018
307031,GO-20221544185,8/11/2022 4:00:00 AM,4/1/2022 4:00:00 AM,2022,August,11,223,Thursday  ,13,2022.0,April,1.0,91.0,Friday    ,0,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5883384041939,43.7562287837497,-8859733.30421601,5427795.19866519
359676,GO-20232178824,9/18/2023 4:00:00 AM,9/18/2023 4:00:00 AM,2023,September,18,261,Monday    ,1,2023.0,September,18.0,261.0,Monday    ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,086,Roncesvalles (86),086,Roncesvalles (86),-79.4301077232961,43.6419198882819,-8842119.14537922,5410194.65114387
418805,GO-20242660441,12/8/2024 5:00:00 AM,1/1/2013 5:00:00 AM,2024,December,8,343,Sunday    ,21,2013.0,January,1.0,1.0,Tuesday   ,21,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.2117627872449,43.7437592891871,-8817813.09828641,5425873.59435461
221137,GO-2020605773,3/26/2020 4:00:00 AM,3/25/2020 4:00:00 AM,2020,March,26,86,Thursday  ,11,2020.0,March,25.0,85.0,Wednesday ,20,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5922505668732,43.749275168176,-8860168.80420907,5426723.56631851
452880,GO-20251985124,9/21/2025 4:00:00 AM,9/21/2025 4:00:00 AM,2025,September,21,264,Sunday    ,8,2025.0,September,21.0,264.0,Sunday    ,4,D22,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,019,Long Branch (19),019,Long Branch (19),-79.5417482418472,43.5926104677704,-8854546.9111062,5402612.64453676
38047,GO-2015424101,3/12/2015 4:00:00 AM,3/10/2015 4:00:00 AM,2015,March,12,71,Thursday  ,20,2015.0,March,10.0,69.0,Tuesday   ,0,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.3446513581741,43.7646457167211,-8832606.18634238,5429092.51163213
338081,GO-2023878286,4/20/2023 4:00:00 AM,4/20/2023 4:00:00 AM,2023,April,20,110,Thursday  ,20,2023.0,April,20.0,110.0,Thursday  ,20,D11,Ttc Subway Station,Transit,1430,100,Assault,Assault,088,High Park North (88),088,High Park North (88),-79.4593496143993,43.6562907167915,-8845374.33779518,5412405.5361123
165345,GO-20182008610,10/31/2018 4:00:00 AM,10/27/2018 4:00:00 AM,2018,October,31,304,Wednesday ,13,2018.0,October,27.0,300.0,Saturday  ,17,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3801027493832,43.6636958027995,-8836552.61713641,5413544.98059826
351756,GO-20231728208,7/25/2023 4:00:00 AM,7/24/2023 4:00:00 AM,2023,July,25,206,Tuesday   ,9,2023.0,July,24.0,205.0,Monday    ,22,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.382794450903,43.6701537092574,-8836852.25603241,5414538.79417981
240982,GO-20201987977,10/20/2020 4:00:00 AM,10/20/2020 4:00:00 AM,2020,October,20,294,Tuesday   ,5,2020.0,October,20.0,294.0,Tuesday   ,5,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.3675887552805,43.6563596954634,-8835159.56569654,5412416.14933142
336224,GO-2023760924,4/6/2023 4:00:00 AM,4/6/2023 4:00:00 AM,2023,April,6,96,Thursday  ,21,2023.0,April,6.0,96.0,Thursday  ,21,D51,Convenience Stores,Commercial,1610,210,Robbery - Business,Robbery,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3809414494974,43.6657156048193,-8836645.98079334,5413855.79844768
200974,GO-20191824572,9/22/2019 4:00:00 AM,9/18/2019 4:00:00 AM,2019,September,22,265,Sunday    ,10,2019.0,September,18.0,261.0,Wednesday ,16,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,088,High Park North (88),088,High Park North (88),-79.455466415078,43.6585730166079,-8844942.06205985,5412756.70599885
181728,GO-2019636319,4/8/2019 4:00:00 AM,4/8/2019 4:00:00 AM,2019,April,8,98,Monday    ,23,2019.0,April,8.0,98.0,Monday    ,20,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,021,Humber Summit (21),021,Humber Summit (21),-79.5623381836982,43.7477764823605,-8856838.9729651,5426492.61784633
211786,GO-20192502818,12/28/2019 5:00:00 AM,12/28/2019 5:00:00 AM,2019,December,28,362,Saturday  ,23,2019.0,December,28.0,362.0,Saturday  ,23,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4202549530095,43.7367746747787,-8841022.34003992,5424797.40934496
310262,GO-20221749341,9/8/2022 4:00:00 AM,9/8/2022 4:00:00 AM,2022,September,8,251,Thursday  ,22,2022.0,September,8.0,251.0,Thursday  ,16,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),-79.4024038482783,43.6955055234144,-8839035.16412122,5418441.2443203
313166,GO-20221908096,10/1/2022 4:00:00 AM,10/1/2022 4:00:00 AM,2022,October,1,274,Saturday  ,3,2022.0,October,1.0,274.0,Saturday  ,3,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.5015179150426,43.6265993149531,-8850068.49159011,5407838.23484173
8512,GO-20141895987,4/15/2014 4:00:00 AM,4/15/2014 4:00:00 AM,2014,April,15,105,Tuesday   ,13,2014.0,April,15.0,105.0,Tuesday   ,13,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,142,Woburn North (142),137,Woburn (137),-79.2456871962903,43.7719440834241,-8821589.54622175,5430217.56616064
77394,GO-2016824204,5/13/2016 4:00:00 AM,5/11/2016 4:00:00 AM,2016,May,13,134,Friday    ,16,2016.0,May,11.0,132.0,Wednesday ,15,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5039118609763,43.7327687825246,-8850334.98443982,5424180.24062405
81599,GO-20161119717,6/26/2016 4:00:00 AM,6/26/2016 4:00:00 AM,2016,June,26,178,Sunday    ,20,2016.0,June,26.0,178.0,Sunday    ,20,D11,Convenience Stores,Commercial,1610,100,Robbery With Weapon,Robbery,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4493846178552,43.6612894177668,-8844265.0395147,5413174.68695646
409032,GO-20242077708,9/22/2024 4:00:00 AM,9/22/2024 4:00:00 AM,2024,September,22,266,Sunday    ,2,2024.0,September,22.0,266.0,Sunday    ,2,D55,Bar / Restaurant,Commercial,1480,110,Administering Noxious Thing,Assault,066,Danforth (66),066,Danforth (66),-79.3297811250475,43.6820421016868,-8830950.83957684,5416368.59046947
384114,GO-2024573391,3/16/2024 4:00:00 AM,3/15/2024 4:00:00 AM,2024,March,16,76,Saturday  ,0,2024.0,March,15.0,75.0,Friday    ,23,D32,Ttc Subway Station,Transit,1430,100,Assault,Assault,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.4065279853753,43.7433306818683,-8839494.26095202,5425807.55123703
427407,GO-2025397702,2/23/2025 5:00:00 AM,2/23/2025 5:00:00 AM,2025,February,23,54,Sunday    ,12,2025.0,February,23.0,54.0,Sunday    ,6,D41,Convenience Stores,Commercial,2120,200,B&E,Break and Enter,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3097814742512,43.7421396318155,-8828724.48861148,5425624.02742347
369848,GO-20232759823,11/30/2023 5:00:00 AM,11/29/2023 5:00:00 AM,2023,November,30,334,Thursday  ,12,2023.0,November,29.0,333.0,Wednesday ,17,D41,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,124,Kennedy Park (124),124,Kennedy Park (124),-79.2645939144561,43.7327801800712,-8823694.23244209,5424181.99644706
20975,GO-20142802897,8/29/2014 4:00:00 AM,8/26/2014 4:00:00 AM,2014,August,29,241,Friday    ,21,2014.0,August,26.0,238.0,Tuesday   ,7,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4139616286781,43.6386707802279,-8840321.77041684,5409694.864348
253905,GO-2021506402,3/19/2021 4:00:00 AM,3/16/2021 4:00:00 AM,2021,March,19,78,Friday    ,12,2021.0,March,16.0,75.0,Tuesday   ,18,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,052,Bayview Village (52),052,Bayview Village (52),-79.3705565254795,43.7717256973184,-8835489.93634173,5430183.89962483
275259,GO-20212020521,10/20/2021 4:00:00 AM,10/20/2021 4:00:00 AM,2021,October,20,293,Wednesday ,19,2021.0,October,20.0,293.0,Wednesday ,17,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.2679007356719,43.8327269656763,-8824062.34618327,5439592.68096045
139201,GO-2018310475,2/18/2018 5:00:00 AM,2/17/2018 5:00:00 AM,2018,February,18,49,Sunday    ,10,2018.0,February,17.0,48.0,Saturday  ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5164797123403,43.7525040814841,-8851734.03121351,5427221.16353093
194242,GO-20191399129,7/25/2019 4:00:00 AM,7/25/2019 4:00:00 AM,2019,July,25,206,Thursday  ,23,2019.0,July,25.0,206.0,Thursday  ,12,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4430490177806,43.6778682152037,-8843559.76374883,5415726.12736336
451782,GO-20251929989,9/13/2025 4:00:00 AM,9/13/2025 4:00:00 AM,2025,September,13,256,Saturday  ,21,2025.0,September,13.0,256.0,Saturday  ,21,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,047,Don Valley Village (47),047,Don Valley Village (47),-79.3520888384173,43.7864910260086,-8833434.12282877,5432460.40978748
53314,GO-20151459340,8/24/2015 4:00:00 AM,8/24/2015 4:00:00 AM,2015,August,24,236,Monday    ,19,2015.0,August,24.0,236.0,Monday    ,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3861045483936,43.6686421079645,-8837220.73434493,5414306.16281288
75040,GO-2016657960,4/18/2016 4:00:00 AM,4/18/2016 4:00:00 AM,2016,April,18,109,Monday    ,2,2016.0,April,18.0,109.0,Monday    ,2,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1460,100,Assault Peace Officer,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.383092246615,43.6613701004739,-8836885.4065315,5413187.10203257
344491,GO-20231275598,6/4/2023 4:00:00 AM,6/4/2023 4:00:00 AM,2023,June,4,155,Sunday    ,18,2023.0,June,4.0,155.0,Sunday    ,16,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,015,Kingsway South (15),015,Kingsway South (15),-79.5146918923995,43.658038779733,-8851535.01200148,5412674.50353749
200313,GO-20191783809,9/17/2019 4:00:00 AM,9/17/2019 4:00:00 AM,2019,September,17,260,Tuesday   ,0,2019.0,September,17.0,260.0,Tuesday   ,0,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3996407334517,43.6364821755859,-8838727.57556642,5409358.22244968
205358,GO-20192097693,10/30/2019 4:00:00 AM,10/30/2019 4:00:00 AM,2019,October,30,303,Wednesday ,16,2019.0,October,30.0,303.0,Wednesday ,16,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,107,Oakwood Village (107),107,Oakwood Village (107),-79.4464971936179,43.6924123725117,-8843943.61294531,5417965.02185713
326022,GO-202395861,1/13/2023 5:00:00 AM,1/12/2023 5:00:00 AM,2023,January,13,13,Friday    ,12,2023.0,January,12.0,12.0,Thursday  ,16,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,126,Dorset Park (126),126,Dorset Park (126),-79.2758282238528,43.7599422530614,-8824944.8301107,5428367.53803463
175804,GO-2019243719,2/8/2019 5:00:00 AM,2/7/2019 5:00:00 AM,2019,February,8,39,Friday    ,1,2019.0,February,7.0,38.0,Thursday  ,21,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
224369,GO-2020835747,5/4/2020 4:00:00 AM,5/3/2020 4:00:00 AM,2020,May,4,125,Monday    ,9,2020.0,May,3.0,124.0,Sunday    ,15,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4198224267245,43.6469193909402,-8840974.19146585,5410963.74134543
348873,GO-20231561001,7/5/2023 4:00:00 AM,6/30/2023 4:00:00 AM,2023,July,5,186,Wednesday ,18,2023.0,June,30.0,181.0,Friday    ,21,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.4000165333264,43.6373664764729,-8838769.40943106,5409494.24029472
311198,GO-20221794979,9/15/2022 4:00:00 AM,9/15/2022 4:00:00 AM,2022,September,15,258,Thursday  ,7,2022.0,September,15.0,258.0,Thursday  ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.5228165870991,43.6696596925241,-8852439.44891173,5414462.76578901
396939,GO-20241358074,6/22/2024 4:00:00 AM,6/22/2024 4:00:00 AM,2024,June,22,174,Saturday  ,4,2024.0,June,22.0,174.0,Saturday  ,4,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.3229995977349,43.6524055387432,-8830195.9234444,5411807.76743374
74453,GO-2016614630,4/11/2016 4:00:00 AM,4/8/2016 4:00:00 AM,2016,April,11,102,Monday    ,12,2016.0,April,8.0,99.0,Friday    ,9,D33,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3275523325367,43.7266406369055,-8830702.73158632,5423236.18620277
57046,GO-20151698922,10/2/2015 4:00:00 AM,10/2/2015 4:00:00 AM,2015,October,2,275,Friday    ,5,2015.0,October,2.0,275.0,Friday    ,5,D12,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,113,Weston (113),113,Weston (113),-79.5198373556739,43.6992779692632,-8852107.80243385,5419022.08468477
92834,GO-20161883408,10/23/2016 4:00:00 AM,10/23/2016 4:00:00 AM,2016,October,23,297,Sunday    ,6,2016.0,October,23.0,297.0,Sunday    ,2,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3834067466836,43.6621309012347,-8836920.41651135,5413304.17236446
338873,GO-2023927178,4/26/2023 4:00:00 AM,4/26/2023 4:00:00 AM,2023,April,26,116,Wednesday ,17,2023.0,April,26.0,116.0,Wednesday ,17,D55,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1430,100,Assault,Assault,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3211732356498,43.6838604164586,-8829992.61375655,5416648.48736167
