OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
375098,GO-202458979,1/8/2024 5:00:00 AM,12/11/2023 5:00:00 AM,2024,January,8,8,Monday    ,22,2023.0,December,11.0,345.0,Monday    ,0,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3738443205726,43.7638452934649,-8835855.93211829,5428969.13337386
115885,GO-20171165113,6/29/2017 4:00:00 AM,6/29/2017 4:00:00 AM,2017,June,29,180,Thursday  ,18,2017.0,June,29.0,180.0,Thursday  ,18,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1450,100,Discharge Firearm - Recklessly,Assault,121,Oakridge (121),121,Oakridge (121),-79.2853960670724,43.6970102181584,-8826009.91752145,5418672.91657361
213393,GO-202079230,1/12/2020 5:00:00 AM,1/5/2020 5:00:00 AM,2020,January,12,12,Sunday    ,15,2020.0,January,5.0,5.0,Sunday    ,17,D52,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3851017444602,43.6571556962594,-8837109.10271429,5412538.62597446
215502,GO-2020232014,2/2/2020 5:00:00 AM,2/2/2020 5:00:00 AM,2020,February,2,33,Sunday    ,20,2020.0,February,2.0,33.0,Sunday    ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1457,100,Pointing A Firearm,Assault,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
86313,GO-20161437326,8/14/2016 4:00:00 AM,8/14/2016 4:00:00 AM,2016,August,14,227,Sunday    ,20,2016.0,August,14.0,227.0,Sunday    ,20,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.3983132447477,43.7067408049577,-8838579.80027822,5420171.23898739
73301,GO-2016533716,3/29/2016 4:00:00 AM,3/29/2016 4:00:00 AM,2016,March,29,89,Tuesday   ,17,2016.0,March,29.0,89.0,Tuesday   ,16,D52,Homeless Shelter / Mission,Other,1420,100,Assault With Weapon,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3932779373831,43.6484030875067,-8838019.27235567,5411191.99571463
152309,GO-20181171984,6/27/2018 4:00:00 AM,6/27/2018 4:00:00 AM,2018,June,27,178,Wednesday ,22,2018.0,June,27.0,178.0,Wednesday ,22,D12,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4824184944959,43.6837425040988,-8847942.35376994,5416630.33666268
114217,GO-20171043167,6/12/2017 4:00:00 AM,6/11/2017 4:00:00 AM,2017,June,12,163,Monday    ,10,2017.0,June,11.0,162.0,Sunday    ,23,D41,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.2988177716936,43.728989851638,-8827504.01488763,5423598.07654358
306139,GO-20221489376,8/3/2022 4:00:00 AM,8/3/2022 4:00:00 AM,2022,August,3,215,Wednesday ,14,2022.0,August,3.0,215.0,Wednesday ,14,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,113,Weston (113),113,Weston (113),-79.5177410520944,43.7005962649403,-8851874.44294002,5419225.07023724
62082,GO-20152003932,11/22/2015 5:00:00 AM,11/22/2015 5:00:00 AM,2015,November,22,326,Sunday    ,16,2015.0,November,22.0,326.0,Sunday    ,12,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,047,Don Valley Village (47),047,Don Valley Village (47),-79.3473466453068,43.7824458164793,-8832906.22431876,5431836.66565871
275955,GO-20212061177,10/26/2021 4:00:00 AM,10/26/2021 4:00:00 AM,2021,October,26,299,Tuesday   ,16,2021.0,October,26.0,299.0,Tuesday   ,15,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,100,Robbery With Weapon,Robbery,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3993772336806,43.6473371864408,-8838698.24299192,5411028.01504017
223668,GO-2020776837,4/24/2020 4:00:00 AM,4/24/2020 4:00:00 AM,2020,April,24,115,Friday    ,8,2020.0,April,24.0,115.0,Friday    ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5229001069337,43.75141588142,-8852448.74631559,5427053.46159206
318591,GO-20222219636,11/14/2022 5:00:00 AM,9/21/2022 4:00:00 AM,2022,November,14,318,Monday    ,10,2022.0,September,21.0,264.0,Wednesday ,0,D11,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,088,High Park North (88),088,High Park North (88),-79.4681908194986,43.6563163410307,-8846358.53623378,5412409.4787176
422666,GO-202579185,1/11/2025 5:00:00 AM,1/11/2025 5:00:00 AM,2025,January,11,11,Saturday  ,18,2025.0,January,11.0,11.0,Saturday  ,16,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5991708938443,43.7180962653955,-8860939.17148684,5421920.06802582
31457,GO-20143500791,12/17/2014 5:00:00 AM,12/16/2014 5:00:00 AM,2014,December,17,351,Wednesday ,7,2014.0,December,16.0,350.0,Tuesday   ,16,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4314571228463,43.6539047020173,-8842269.3599001,5412038.4222152
417829,GO-20242602479,11/30/2024 5:00:00 AM,11/18/2024 5:00:00 AM,2024,November,30,335,Saturday  ,20,2024.0,November,18.0,323.0,Monday    ,3,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,113,Weston (113),113,Weston (113),-79.5089512520687,43.6993760619933,-8850895.96687985,5419037.18846965
83846,GO-20161264476,7/19/2016 4:00:00 AM,7/19/2016 4:00:00 AM,2016,July,19,201,Tuesday   ,4,2016.0,July,19.0,201.0,Tuesday   ,4,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,220,B&E W'Intent,Break and Enter,073,Moss Park (73),073,Moss Park (73),-79.3635738570262,43.6535670926707,-8834712.62929559,5411986.47864189
273914,GO-20211932033,10/8/2021 4:00:00 AM,10/1/2021 4:00:00 AM,2021,October,8,281,Friday    ,6,2021.0,October,1.0,274.0,Friday    ,11,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2320337510839,43.7593321988488,-8820069.65167678,5428273.51086579
78815,GO-2016918789,5/28/2016 4:00:00 AM,5/28/2016 4:00:00 AM,2016,May,28,149,Saturday  ,1,2016.0,May,28.0,149.0,Saturday  ,1,D14,Bar / Restaurant,Commercial,1430,100,Assault,Assault,095,Annex (95),095,Annex (95),-79.4160707300858,43.6640725086699,-8840556.55446619,5413602.94932312
454544,GO-20252093961,10/5/2025 4:00:00 AM,10/5/2025 4:00:00 AM,2025,October,5,278,Sunday    ,14,2025.0,October,5.0,278.0,Sunday    ,14,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,110,Assault Bodily Harm,Assault,130,Milliken (130),130,Milliken (130),-79.301510905537,43.8249745435025,-8827803.81319315,5438396.42121895
455634,GO-20252164852,10/15/2025 4:00:00 AM,10/14/2025 4:00:00 AM,2025,October,15,288,Wednesday ,8,2025.0,October,14.0,287.0,Tuesday   ,21,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.245049654728,43.7432219777845,-8821518.57548227,5425790.80134998
473655,GO-2026596194,3/22/2026 4:00:00 AM,3/22/2026 4:00:00 AM,2026,March,22,81,Sunday    ,13,2026.0,March,22.0,81.0,Sunday    ,1,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3733915922918,43.6904495759954,-8835805.53455654,5417662.8416779
69912,GO-2016301247,2/20/2016 5:00:00 AM,2/20/2016 5:00:00 AM,2016,February,20,51,Saturday  ,1,2016.0,February,20.0,51.0,Saturday  ,1,D41,Bar / Restaurant,Commercial,1430,100,Assault,Assault,121,Oakridge (121),121,Oakridge (121),-79.2764322715658,43.69478652596,-8825012.07242648,5418330.54509775
313766,GO-20221947170,10/6/2022 4:00:00 AM,10/6/2022 4:00:00 AM,2022,October,6,279,Thursday  ,16,2022.0,October,6.0,279.0,Thursday  ,16,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3586593833633,43.6775135431164,-8834165.5525524,5415671.53674415
169907,GO-20182273437,12/11/2018 5:00:00 AM,11/20/2018 5:00:00 AM,2018,December,11,345,Tuesday   ,16,2018.0,November,20.0,324.0,Tuesday   ,8,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,069,Blake-Jones (69),069,Blake-Jones (69),-79.3392938997099,43.6721701569008,-8832009.79684587,5414849.1292761
470101,GO-2026372711,2/20/2026 5:00:00 AM,2/20/2026 5:00:00 AM,2026,February,20,51,Friday    ,8,2026.0,February,20.0,51.0,Friday    ,7,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,086,Roncesvalles (86),086,Roncesvalles (86),-79.4463991178658,43.6395133905873,-8843932.69517494,5409824.4745112
314600,GO-20221989414,10/12/2022 4:00:00 AM,10/12/2022 4:00:00 AM,2022,October,12,285,Wednesday ,21,2022.0,October,12.0,285.0,Wednesday ,21,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,068,North Riverdale (68),068,North Riverdale (68),-79.3562115792855,43.6733670313572,-8833893.06425756,5415033.33534127
165916,GO-20182040878,11/5/2018 5:00:00 AM,11/5/2018 5:00:00 AM,2018,November,5,309,Monday    ,13,2018.0,November,5.0,309.0,Monday    ,12,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,113,Weston (113),113,Weston (113),-79.5121111498398,43.7010918605375,-8851247.72511616,5419301.38113375
97818,GO-20162217419,12/14/2016 5:00:00 AM,12/14/2016 5:00:00 AM,2016,December,14,349,Wednesday ,23,2016.0,December,14.0,349.0,Wednesday ,23,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,090,Junction Area (90),090,Junction Area (90),-79.4732540237504,43.6655182606757,-8846922.16963616,5413825.42964481
386167,GO-2024701745,4/2/2024 4:00:00 AM,4/1/2024 4:00:00 AM,2024,April,2,93,Tuesday   ,6,2024.0,April,1.0,92.0,Monday    ,23,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington (158),014,Islington-City Centre West (14),-79.5541463871381,43.6549257345655,-8855927.06629438,5412195.51726432
471194,GO-2026438277,3/1/2026 5:00:00 AM,3/1/2026 5:00:00 AM,2026,March,1,60,Sunday    ,2,2026.0,March,1.0,60.0,Sunday    ,0,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4243046252994,43.6585423057478,-8841473.14746484,5412751.98051115
72696,GO-2016491236,3/22/2016 4:00:00 AM,3/22/2016 4:00:00 AM,2016,March,22,82,Tuesday   ,11,2016.0,March,22.0,82.0,Tuesday   ,11,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.220327869653,43.7359934888912,-8818766.55896457,5424677.05249417
9462,GO-20141959171,4/26/2014 4:00:00 AM,4/25/2014 4:00:00 AM,2014,April,26,116,Saturday  ,1,2014.0,April,25.0,115.0,Friday    ,21,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.3849599593981,43.724573295415,-8837093.31928029,5422917.72939044
104338,GO-2017360428,2/27/2017 5:00:00 AM,2/27/2017 5:00:00 AM,2017,February,27,58,Monday    ,3,2017.0,February,27.0,58.0,Monday    ,3,D13,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4495386131529,43.6789121095607,-8844282.18215968,5415886.80409729
146259,GO-2018783310,5/2/2018 4:00:00 AM,5/1/2018 4:00:00 AM,2018,May,2,122,Wednesday ,1,2018.0,May,1.0,121.0,Tuesday   ,23,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1457,100,Pointing A Firearm,Assault,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.3588062925366,43.8009634108584,-8834181.90649879,5434692.29977458
44986,GO-2015895084,5/29/2015 4:00:00 AM,5/29/2015 4:00:00 AM,2015,May,29,149,Friday    ,2,2015.0,May,29.0,149.0,Friday    ,2,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,115,Mount Dennis (115),115,Mount Dennis (115),-79.5009491730902,43.6913298753252,-8850005.17952028,5417798.36588594
440255,GO-20251224926,6/12/2025 4:00:00 AM,6/12/2025 4:00:00 AM,2025,June,12,163,Thursday  ,19,2025.0,June,12.0,163.0,Thursday  ,12,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
198930,GO-20191691472,9/4/2019 4:00:00 AM,9/3/2019 4:00:00 AM,2019,September,4,247,Wednesday ,15,2019.0,September,3.0,246.0,Tuesday   ,19,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3728354505733,43.6527314918352,-8835743.62522361,5411857.91667276
112730,GO-2017939225,5/28/2017 4:00:00 AM,5/28/2017 4:00:00 AM,2017,May,28,148,Sunday    ,1,2017.0,May,28.0,148.0,Sunday    ,1,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,138,Eglinton East (138),138,Eglinton East (138),-79.2320400725878,43.7430304812738,-8820070.3554386,5425761.29420141
216679,GO-2020311950,2/13/2020 5:00:00 AM,2/13/2020 5:00:00 AM,2020,February,13,44,Thursday  ,13,2020.0,February,13.0,44.0,Thursday  ,13,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,220,B&E W'Intent,Break and Enter,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.39964424674,43.7021055146756,-8838727.96674311,5419457.46354585
438890,GO-20251138660,6/1/2025 4:00:00 AM,6/1/2025 4:00:00 AM,2025,June,1,152,Sunday    ,22,2025.0,June,1.0,152.0,Sunday    ,20,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,058,Old East York (58),058,Old East York (58),-79.3488165151935,43.6894121992519,-8833069.84949869,5417503.13747648
264757,GO-20211311429,7/13/2021 4:00:00 AM,7/13/2021 4:00:00 AM,2021,July,13,194,Tuesday   ,6,2021.0,July,13.0,194.0,Tuesday   ,6,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2711342210335,43.7678637518256,-8824422.29608696,5429588.55983817
210228,GO-20192392341,12/12/2019 5:00:00 AM,12/12/2019 5:00:00 AM,2019,December,12,346,Thursday  ,6,2019.0,December,12.0,346.0,Thursday  ,2,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,046,Pleasant View (46),046,Pleasant View (46),-79.3321121615365,43.7816065228304,-8831210.3294287,5431707.25761936
332392,GO-2023519885,3/7/2023 5:00:00 AM,3/7/2023 5:00:00 AM,2023,March,7,66,Tuesday   ,15,2023.0,March,7.0,66.0,Tuesday   ,13,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,110,Assault - Force/Thrt/Impede,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5141279430692,43.7206421464395,-8851472.23348596,5422312.19895379
23385,GO-20142965159,9/23/2014 4:00:00 AM,9/22/2014 4:00:00 AM,2014,September,23,266,Tuesday   ,8,2014.0,September,22.0,265.0,Monday    ,23,D13,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,220,B&E W'Intent,Break and Enter,096,Casa Loma (96),096,Casa Loma (96),-79.4177997357273,43.6819165211854,-8840749.02653369,5416349.25983562
68378,GO-2016195702,2/2/2016 5:00:00 AM,2/2/2016 5:00:00 AM,2016,February,2,33,Tuesday   ,12,2016.0,February,2.0,33.0,Tuesday   ,12,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3880083482595,43.6699987097251,-8837432.66439151,5414514.93997706
205300,GO-20192086979,10/29/2019 4:00:00 AM,10/10/2019 4:00:00 AM,2019,October,29,302,Tuesday   ,7,2019.0,October,10.0,283.0,Thursday  ,20,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,151,Yonge-Doris (151),051,Willowdale East (51),-79.4082589036258,43.762115788106,-8839686.94597371,5428702.55115913
391845,GO-20241051912,5/15/2024 4:00:00 AM,5/15/2024 4:00:00 AM,2024,May,15,136,Wednesday ,22,2024.0,May,15.0,136.0,Wednesday ,22,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,136,West Hill (136),136,West Hill (136),-79.192170708108,43.7732622924283,-8815632.11802855,5430420.78477648
304019,GO-20221366885,7/17/2022 4:00:00 AM,7/17/2022 4:00:00 AM,2022,July,17,198,Sunday    ,18,2022.0,July,17.0,198.0,Sunday    ,18,D51,Bar / Restaurant,Commercial,1430,100,Assault,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.3505867649229,43.6430468821505,-8833266.91282727,5410368.01479746
83872,GO-20161267609,7/19/2016 4:00:00 AM,7/18/2016 4:00:00 AM,2016,July,19,201,Tuesday   ,15,2016.0,July,18.0,200.0,Monday    ,20,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,102,Forest Hill North (102),102,Forest Hill North (102),-79.4303102952923,43.7055169652225,-8842141.69559111,5419982.77790028
337448,GO-2023833755,4/15/2023 4:00:00 AM,4/15/2023 4:00:00 AM,2023,April,15,105,Saturday  ,15,2023.0,April,15.0,105.0,Saturday  ,15,D11,Other Regional Transit System Vehicle,Transit,1420,100,Assault With Weapon,Assault,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4430619189781,43.6506884015972,-8843561.19988158,5411543.58318291
177848,GO-2019376623,2/28/2019 5:00:00 AM,2/25/2019 5:00:00 AM,2019,February,28,59,Thursday  ,18,2019.0,February,25.0,56.0,Monday    ,15,D53,Schools During Un-Supervised Activity,Educational,1430,100,Assault,Assault,102,Forest Hill North (102),102,Forest Hill North (102),-79.4208832127515,43.7019926776455,-8841092.2776232,5419440.08877749
197438,GO-20191599852,8/22/2019 4:00:00 AM,8/22/2019 4:00:00 AM,2019,August,22,234,Thursday  ,13,2019.0,August,22.0,234.0,Thursday  ,13,D43,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1460,100,Assault Peace Officer,Assault,134,Highland Creek (134),134,Highland Creek (134),-79.1755635011794,43.7896238867992,-8813783.41220181,5432943.50485172
153532,GO-20181250082,7/9/2018 4:00:00 AM,7/9/2018 4:00:00 AM,2018,July,9,190,Monday    ,19,2018.0,July,9.0,190.0,Monday    ,15,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,086,Roncesvalles (86),086,Roncesvalles (86),-79.4441681186094,43.6399692904516,-8843684.3415023,5409894.60151205
167324,GO-20182124164,11/18/2018 5:00:00 AM,11/18/2018 5:00:00 AM,2018,November,18,322,Sunday    ,12,2018.0,November,18.0,322.0,Sunday    ,0,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,095,Annex (95),095,Annex (95),-79.3933627462685,43.6715453125089,-8838028.71325037,5414752.96350788
293225,GO-2022703940,4/15/2022 4:00:00 AM,4/15/2022 4:00:00 AM,2022,April,15,105,Friday    ,19,2022.0,April,15.0,105.0,Friday    ,19,D14,Ttc Subway Station,Transit,1460,100,Assault Peace Officer,Assault,095,Annex (95),095,Annex (95),-79.4038091386146,43.6666595098094,-8839191.60039976,5414001.0551434
218205,GO-2020415590,2/27/2020 5:00:00 AM,2/27/2020 5:00:00 AM,2020,February,27,58,Thursday  ,20,2020.0,February,27.0,58.0,Thursday  ,18,D12,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4941474021558,43.6725846300648,-8849248.00983607,5414912.91873328
43626,GO-2015812602,5/15/2015 4:00:00 AM,5/15/2015 4:00:00 AM,2015,May,15,135,Friday    ,19,2015.0,May,15.0,135.0,Friday    ,15,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,095,Annex (95),095,Annex (95),-79.4021315428529,43.6729918155838,-8839004.85126728,5414975.58711389
77335,GO-2016818443,5/12/2016 4:00:00 AM,5/12/2016 4:00:00 AM,2016,May,12,133,Thursday  ,18,2016.0,May,12.0,133.0,Thursday  ,18,D22,Ttc Subway Station,Transit,1430,100,Assault,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.534455893695,43.63940413929,-8853735.13064015,5409807.66929983
